station_id,date,observation_type,latitude,longitude,elevation,temperature,precipitation,snowfall,snowdepth
SZ000003700,20240405,TMIN,47.3831,8.5667,555.0,9.7,0.0,,0.0
SZ000003700,20240405,TAVG,47.3831,8.5667,555.0,16.1,0.0,,0.0
SZ000003700,20240406,TMAX,47.3831,8.5667,555.0,24.3,0.0,,0.0
SZ000003700,20240406,TMIN,47.3831,8.5667,555.0,10.5,0.0,,0.0
SZ000003700,20240406,TAVG,47.3831,8.5667,555.0,17.0,0.0,,0.0
SZ000003700,20240407,TMAX,47.3831,8.5667,555.0,23.2,0.0,,0.0
SZ000003700,20240407,TMIN,47.3831,8.5667,555.0,13.6,0.0,,0.0
SZ000003700,20240407,TAVG,47.3831,8.5667,555.0,17.9,0.0,,0.0
SZ000003700,20240408,TMAX,47.3831,8.5667,555.0,24.2,0.0,,0.0
SZ000003700,20240408,TMIN,47.3831,8.5667,555.0,13.9,0.0,,0.0
SZ000003700,20240408,TAVG,47.3831,8.5667,555.0,19.9,0.0,,0.0
SZ000003700,20240409,TMAX,47.3831,8.5667,555.0,21.6,2.5,,0.0
SZ000003700,20240409,TMIN,47.3831,8.5667,555.0,5.0,2.5,,0.0
SZ000003700,20240409,TAVG,47.3831,8.5667,555.0,10.1,2.5,,0.0
SZ000003700,20240410,TMAX,47.3831,8.5667,555.0,10.1,0.0,,0.0
SZ000003700,20240410,TMIN,47.3831,8.5667,555.0,5.1,0.0,,0.0
SZ000003700,20240410,TAVG,47.3831,8.5667,555.0,7.3,0.0,,0.0
SZ000003700,20240411,TMAX,47.3831,8.5667,555.0,16.3,0.0,,0.0
SZ000003700,20240411,TMIN,47.3831,8.5667,555.0,3.4,0.0,,0.0
SZ000003700,20240411,TAVG,47.3831,8.5667,555.0,9.8,0.0,,0.0
SZ000003700,20240412,TMAX,47.3831,8.5667,555.0,20.6,0.0,,0.0
SZ000003700,20240412,TMIN,47.3831,8.5667,555.0,6.4,0.0,,0.0
SZ000003700,20240412,TAVG,47.3831,8.5667,555.0,13.2,0.0,,0.0
SZ000003700,20240413,TMAX,47.3831,8.5667,555.0,24.6,0.0,,0.0
SZ000003700,20240413,TMIN,47.3831,8.5667,555.0,9.6,0.0,,0.0
SZ000003700,20240413,TAVG,47.3831,8.5667,555.0,16.6,0.0,,0.0
SZ000003700,20240414,TMAX,47.3831,8.5667,555.0,26.3,0.0,,0.0
SZ000003700,20240414,TMIN,47.3831,8.5667,555.0,12.3,0.0,,0.0
SZ000003700,20240414,TAVG,47.3831,8.5667,555.0,19.0,0.0,,0.0
SZ000003700,20240415,TMAX,47.3831,8.5667,555.0,20.2,7.4,,0.0
SZ000003700,20240415,TMIN,47.3831,8.5667,555.0,9.0,7.4,,0.0
SZ000003700,20240415,TAVG,47.3831,8.5667,555.0,15.6,7.4,,0.0
SZ000003700,20240416,TMAX,47.3831,8.5667,555.0,11.0,4.2,,0.0
SZ000003700,20240416,TMIN,47.3831,8.5667,555.0,3.2,4.2,,0.0
SZ000003700,20240416,TAVG,47.3831,8.5667,555.0,6.4,4.2,,0.0
SZ000003700,20240417,TMAX,47.3831,8.5667,555.0,7.7,9.1,,0.0
SZ000003700,20240417,TMIN,47.3831,8.5667,555.0,2.3,9.1,,0.0
SZ000003700,20240417,TAVG,47.3831,8.5667,555.0,4.1,9.1,,0.0
SZ000003700,20240418,TMAX,47.3831,8.5667,555.0,4.7,13.6,,0.0
SZ000003700,20240418,TMIN,47.3831,8.5667,555.0,0.1,13.6,,0.0
SZ000003700,20240418,TAVG,47.3831,8.5667,555.0,2.3,13.6,,0.0
SZ000003700,20240419,TMAX,47.3831,8.5667,555.0,6.2,19.8,,0.0
SZ000003700,20240419,TMIN,47.3831,8.5667,555.0,1.8,19.8,,0.0
SZ000003700,20240419,TAVG,47.3831,8.5667,555.0,3.9,19.8,,0.0
SZ000003700,20240420,TMAX,47.3831,8.5667,555.0,5.7,5.8,,0.0
SZ000003700,20240420,TMIN,47.3831,8.5667,555.0,0.8,5.8,,0.0
SZ000003700,20240420,TAVG,47.3831,8.5667,555.0,3.0,5.8,,0.0
SZ000003700,20240421,TMAX,47.3831,8.5667,555.0,4.1,8.7,,0.0
SZ000003700,20240421,TMIN,47.3831,8.5667,555.0,-0.1,8.7,,0.0
SZ000003700,20240421,TAVG,47.3831,8.5667,555.0,1.8,8.7,,0.0
SZ000003700,20240422,TMAX,47.3831,8.5667,555.0,3.3,0.0,,2.0
SZ000003700,20240422,TMIN,47.3831,8.5667,555.0,0.2,0.0,,2.0
SZ000003700,20240422,TAVG,47.3831,8.5667,555.0,1.7,0.0,,2.0
SZ000003700,20240423,TMAX,47.3831,8.5667,555.0,5.4,0.2,,0.0
SZ000003700,20240423,TMIN,47.3831,8.5667,555.0,0.9,0.2,,0.0
SZ000003700,20240423,TAVG,47.3831,8.5667,555.0,2.6,0.2,,0.0
SZ000003700,20240424,TMAX,47.3831,8.5667,555.0,7.6,0.1,,0.0
SZ000003700,20240424,TMIN,47.3831,8.5667,555.0,0.7,0.1,,0.0
SZ000003700,20240424,TAVG,47.3831,8.5667,555.0,4.1,0.1,,0.0
SZ000003700,20240425,TMAX,47.3831,8.5667,555.0,10.1,0.0,,0.0
SZ000003700,20240425,TMIN,47.3831,8.5667,555.0,2.0,0.0,,0.0
SZ000003700,20240425,TAVG,47.3831,8.5667,555.0,5.3,0.0,,0.0
SZ000003700,20240426,TMAX,47.3831,8.5667,555.0,13.5,0.0,,0.0
SZ000003700,20240426,TMIN,47.3831,8.5667,555.0,3.1,0.0,,0.0
SZ000003700,20240426,TAVG,47.3831,8.5667,555.0,8.1,0.0,,0.0
SZ000003700,20240427,TMAX,47.3831,8.5667,555.0,19.9,0.0,,0.0
SZ000003700,20240427,TMIN,47.3831,8.5667,555.0,3.9,0.0,,0.0
SZ000003700,20240427,TAVG,47.3831,8.5667,555.0,12.4,0.0,,0.0
SZ000003700,20240428,TMAX,47.3831,8.5667,555.0,15.8,0.0,,0.0
SZ000003700,20240428,TMIN,47.3831,8.5667,555.0,7.8,0.0,,0.0
SZ000003700,20240428,TAVG,47.3831,8.5667,555.0,12.1,0.0,,0.0
SZ000003700,20240429,TMAX,47.3831,8.5667,555.0,20.5,0.0,,0.0
SZ000003700,20240429,TMIN,47.3831,8.5667,555.0,5.8,0.0,,0.0
SZ000003700,20240429,TAVG,47.3831,8.5667,555.0,13.3,0.0,,0.0
SZ000003700,20240430,TMAX,47.3831,8.5667,555.0,24.6,0.0,,0.0
SZ000003700,20240430,TMIN,47.3831,8.5667,555.0,9.5,0.0,,0.0
SZ000003700,20240430,TAVG,47.3831,8.5667,555.0,17.2,0.0,,0.0
SZ000003700,20240501,TMAX,47.3831,8.5667,555.0,24.9,0.0,,0.0
SZ000003700,20240501,TMIN,47.3831,8.5667,555.0,11.0,0.0,,0.0
SZ000003700,20240502,TMAX,47.3831,8.5667,555.0,18.4,0.2,,0.0
SZ000003700,20240502,TMIN,47.3831,8.5667,555.0,8.9,0.2,,0.0
SZ000003700,20240502,TAVG,47.3831,8.5667,555.0,12.8,0.2,,0.0
SZ000003700,20240503,TMAX,47.3831,8.5667,555.0,12.7,0.0,,0.0
SZ000003700,20240503,TMIN,47.3831,8.5667,555.0,7.9,0.0,,0.0
SZ000003700,20240503,TAVG,47.3831,8.5667,555.0,9.9,0.0,,0.0
SZ000003700,20240504,TMAX,47.3831,8.5667,555.0,18.9,0.3,,0.0
SZ000003700,20240504,TMIN,47.3831,8.5667,555.0,7.3,0.3,,0.0
SZ000003700,20240504,TAVG,47.3831,8.5667,555.0,12.7,0.3,,0.0
SZ000003700,20240505,TMAX,47.3831,8.5667,555.0,19.5,1.4,,0.0
SZ000003700,20240505,TMIN,47.3831,8.5667,555.0,11.9,1.4,,0.0
SZ000003700,20240505,TAVG,47.3831,8.5667,555.0,15.2,1.4,,0.0
SZ000003700,20240506,TMAX,47.3831,8.5667,555.0,14.3,8.5,,0.0
SZ000003700,20240506,TMIN,47.3831,8.5667,555.0,10.3,8.5,,0.0
SZ000003700,20240506,TAVG,47.3831,8.5667,555.0,12.1,8.5,,0.0
SZ000003700,20240507,TMAX,47.3831,8.5667,555.0,11.6,11.7,,0.0
SZ000003700,20240507,TMIN,47.3831,8.5667,555.0,9.4,11.7,,0.0
SZ000003700,20240507,TAVG,47.3831,8.5667,555.0,10.1,11.7,,0.0
SZ000003700,20240508,TMAX,47.3831,8.5667,555.0,16.1,1.5,,0.0
SZ000003700,20240508,TMIN,47.3831,8.5667,555.0,9.1,1.5,,0.0
SZ000003700,20240508,TAVG,47.3831,8.5667,555.0,11.1,1.5,,0.0
SZ000003700,20240509,TMAX,47.3831,8.5667,555.0,18.2,0.0,,0.0
SZ000003700,20240509,TMIN,47.3831,8.5667,555.0,9.0,0.0,,0.0
SZ000003700,20240509,TAVG,47.3831,8.5667,555.0,12.8,0.0,,0.0
SZ000003700,20240510,TMAX,47.3831,8.5667,555.0,21.6,0.0,,0.0
SZ000003700,20240510,TMIN,47.3831,8.5667,555.0,7.4,0.0,,0.0
SZ000003700,20240510,TAVG,47.3831,8.5667,555.0,15.1,0.0,,0.0
SZ000003700,20240511,TMAX,47.3831,8.5667,555.0,23.2,0.0,,0.0
SZ000003700,20240511,TMIN,47.3831,8.5667,555.0,9.4,0.0,,0.0
SZ000003700,20240511,TAVG,47.3831,8.5667,555.0,16.4,0.0,,0.0
SZ000003700,20240512,TMAX,47.3831,8.5667,555.0,24.4,0.0,,0.0
SZ000003700,20240512,TMIN,47.3831,8.5667,555.0,10.4,0.0,,0.0
SZ000003700,20240512,TAVG,47.3831,8.5667,555.0,17.6,0.0,,0.0
SZ000003700,20240513,TMAX,47.3831,8.5667,555.0,23.0,0.0,,0.0
SZ000003700,20240513,TMIN,47.3831,8.5667,555.0,12.6,0.0,,0.0
SZ000003700,20240513,TAVG,47.3831,8.5667,555.0,17.1,0.0,,0.0
SZ000003700,20240514,TMAX,47.3831,8.5667,555.0,25.0,2.2,,0.0
SZ000003700,20240514,TMIN,47.3831,8.5667,555.0,11.1,2.2,,0.0
SZ000003700,20240514,TAVG,47.3831,8.5667,555.0,16.8,2.2,,0.0
SZ000003700,20240515,TMAX,47.3831,8.5667,555.0,16.9,0.1,,0.0
SZ000003700,20240515,TMIN,47.3831,8.5667,555.0,10.7,0.1,,0.0
SZ000003700,20240515,TAVG,47.3831,8.5667,555.0,13.8,0.1,,0.0
SZ000003700,20240516,TMAX,47.3831,8.5667,555.0,16.1,26.1,,0.0
SZ000003700,20240516,TMIN,47.3831,8.5667,555.0,8.9,26.1,,0.0
SZ000003700,20240516,TAVG,47.3831,8.5667,555.0,12.0,26.1,,0.0
SZ000003700,20240517,TMAX,47.3831,8.5667,555.0,16.9,1.2,,0.0
SZ000003700,20240517,TMIN,47.3831,8.5667,555.0,9.0,1.2,,0.0
SZ000003700,20240517,TAVG,47.3831,8.5667,555.0,11.8,1.2,,0.0
SZ000003700,20240518,TMAX,47.3831,8.5667,555.0,21.4,4.8,,0.0
SZ000003700,20240518,TMIN,47.3831,8.5667,555.0,8.9,4.8,,0.0
SZ000003700,20240518,TAVG,47.3831,8.5667,555.0,14.0,4.8,,0.0
SZ000003700,20240519,TMAX,47.3831,8.5667,555.0,20.8,0.0,,0.0
SZ000003700,20240519,TMIN,47.3831,8.5667,555.0,10.1,0.0,,0.0
SZ000003700,20240519,TAVG,47.3831,8.5667,555.0,14.6,0.0,,0.0
SZ000003700,20240520,TMAX,47.3831,8.5667,555.0,22.9,2.7,,0.0
SZ000003700,20240520,TMIN,47.3831,8.5667,555.0,10.3,2.7,,0.0
SZ000003700,20240520,TAVG,47.3831,8.5667,555.0,16.9,2.7,,0.0
SZ000003700,20240521,TMAX,47.3831,8.5667,555.0,16.0,11.4,,0.0
SZ000003700,20240521,TMIN,47.3831,8.5667,555.0,11.0,11.4,,0.0
SZ000003700,20240521,TAVG,47.3831,8.5667,555.0,12.9,11.4,,0.0
SZ000003700,20240522,TMAX,47.3831,8.5667,555.0,17.2,1.0,,0.0
SZ000003700,20240522,TMIN,47.3831,8.5667,555.0,11.6,1.0,,0.0
SZ000003700,20240522,TAVG,47.3831,8.5667,555.0,13.9,1.0,,0.0
SZ000003700,20240523,TMAX,47.3831,8.5667,555.0,13.9,17.1,,0.0
SZ000003700,20240523,TMIN,47.3831,8.5667,555.0,9.6,17.1,,0.0
SZ000003700,20240523,TAVG,47.3831,8.5667,555.0,11.4,17.1,,0.0
SZ000003700,20240524,TMAX,47.3831,8.5667,555.0,18.8,4.4,,0.0
SZ000003700,20240524,TMIN,47.3831,8.5667,555.0,9.0,4.4,,0.0
SZ000003700,20240524,TAVG,47.3831,8.5667,555.0,12.0,4.4,,0.0
SZ000003700,20240525,TMAX,47.3831,8.5667,555.0,19.0,0.0,,0.0
SZ000003700,20240525,TMIN,47.3831,8.5667,555.0,8.6,0.0,,0.0
SZ000003700,20240525,TAVG,47.3831,8.5667,555.0,13.3,0.0,,0.0
SZ000003700,20240526,TMAX,47.3831,8.5667,555.0,21.9,6.0,,0.0
SZ000003700,20240526,TMIN,47.3831,8.5667,555.0,9.4,6.0,,0.0
SZ000003700,20240526,TAVG,47.3831,8.5667,555.0,15.8,6.0,,0.0
SZ000003700,20240527,TMAX,47.3831,8.5667,555.0,17.0,20.5,,0.0
SZ000003700,20240527,TMIN,47.3831,8.5667,555.0,11.3,20.5,,0.0
SZ000003700,20240527,TAVG,47.3831,8.5667,555.0,14.1,20.5,,0.0
SZ000003700,20240528,TMAX,47.3831,8.5667,555.0,19.0,0.0,,0.0
SZ000003700,20240528,TMIN,47.3831,8.5667,555.0,10.1,0.0,,0.0
SZ000003700,20240528,TAVG,47.3831,8.5667,555.0,13.6,0.0,,0.0
SZ000003700,20240529,TMAX,47.3831,8.5667,555.0,19.5,14.6,,0.0
SZ000003700,20240529,TMIN,47.3831,8.5667,555.0,10.9,14.6,,0.0
SZ000003700,20240529,TAVG,47.3831,8.5667,555.0,13.7,14.6,,0.0
SZ000003700,20240530,TMAX,47.3831,8.5667,555.0,16.0,13.1,,0.0
SZ000003700,20240530,TMIN,47.3831,8.5667,555.0,10.4,13.1,,0.0
SZ000003700,20240530,TAVG,47.3831,8.5667,555.0,13.4,13.1,,0.0
SZ000003700,20240531,TMAX,47.3831,8.5667,555.0,10.5,42.3,,0.0
SZ000003700,20240531,TMIN,47.3831,8.5667,555.0,8.8,42.3,,0.0
SZ000003700,20240531,TAVG,47.3831,8.5667,555.0,9.6,42.3,,0.0
SZ000003700,20240601,TMAX,47.3831,8.5667,555.0,14.3,4.5,,0.0
SZ000003700,20240601,TMIN,47.3831,8.5667,555.0,9.1,4.5,,0.0
SZ000003700,20240601,TAVG,47.3831,8.5667,555.0,11.2,4.5,,0.0
SZ000003700,20240602,TMAX,47.3831,8.5667,555.0,17.0,7.7,,0.0
SZ000003700,20240602,TMIN,47.3831,8.5667,555.0,11.3,7.7,,0.0
SZ000003700,20240602,TAVG,47.3831,8.5667,555.0,13.4,7.7,,0.0
SZ000003700,20240603,TMAX,47.3831,8.5667,555.0,15.1,4.7,,0.0
SZ000003700,20240603,TMIN,47.3831,8.5667,555.0,12.3,4.7,,0.0
SZ000003700,20240603,TAVG,47.3831,8.5667,555.0,13.5,4.7,,0.0
SZ000003700,20240604,TMAX,47.3831,8.5667,555.0,21.9,0.0,,0.0
SZ000003700,20240604,TMIN,47.3831,8.5667,555.0,12.2,0.0,,0.0
SZ000003700,20240604,TAVG,47.3831,8.5667,555.0,16.4,0.0,,0.0
SZ000003700,20240605,TMAX,47.3831,8.5667,555.0,23.4,0.0,,0.0
SZ000003700,20240605,TMIN,47.3831,8.5667,555.0,13.4,0.0,,0.0
SZ000003700,20240605,TAVG,47.3831,8.5667,555.0,18.4,0.0,,0.0
SZ000003700,20240606,TMAX,47.3831,8.5667,555.0,25.7,0.0,,0.0
SZ000003700,20240606,TMIN,47.3831,8.5667,555.0,14.1,0.0,,0.0
SZ000003700,20240606,TAVG,47.3831,8.5667,555.0,19.1,0.0,,0.0
SZ000003700,20240607,TMAX,47.3831,8.5667,555.0,24.5,0.0,,0.0
SZ000003700,20240607,TMIN,47.3831,8.5667,555.0,15.8,0.0,,0.0
SZ000003700,20240607,TAVG,47.3831,8.5667,555.0,19.4,0.0,,0.0
SZ000003700,20240608,TMAX,47.3831,8.5667,555.0,23.4,11.6,,0.0
SZ000003700,20240608,TMIN,47.3831,8.5667,555.0,15.9,11.6,,0.0
SZ000003700,20240608,TAVG,47.3831,8.5667,555.0,18.7,11.6,,0.0
SZ000003700,20240609,TMAX,47.3831,8.5667,555.0,21.1,21.1,,0.0
SZ000003700,20240609,TMIN,47.3831,8.5667,555.0,14.7,21.1,,0.0
SZ000003700,20240609,TAVG,47.3831,8.5667,555.0,17.1,21.1,,0.0
SZ000003700,20240610,TMAX,47.3831,8.5667,555.0,21.3,2.4,,0.0
SZ000003700,20240610,TMIN,47.3831,8.5667,555.0,12.7,2.4,,0.0
SZ000003700,20240610,TAVG,47.3831,8.5667,555.0,16.3,2.4,,0.0
SZ000003700,20240611,TMAX,47.3831,8.5667,555.0,12.4,2.0,,0.0
SZ000003700,20240611,TMIN,47.3831,8.5667,555.0,8.4,2.0,,0.0
SZ000003700,20240611,TAVG,47.3831,8.5667,555.0,10.6,2.0,,0.0
SZ000003700,20240612,TMAX,47.3831,8.5667,555.0,18.6,0.0,,0.0
SZ000003700,20240612,TMIN,47.3831,8.5667,555.0,8.2,0.0,,0.0
SZ000003700,20240612,TAVG,47.3831,8.5667,555.0,13.4,0.0,,0.0
SZ000003700,20240613,TMAX,47.3831,8.5667,555.0,19.9,0.0,,0.0
SZ000003700,20240613,TMIN,47.3831,8.5667,555.0,10.0,0.0,,0.0
SZ000003700,20240613,TAVG,47.3831,8.5667,555.0,15.0,0.0,,0.0
SZ000003700,20240614,TMAX,47.3831,8.5667,555.0,19.2,12.0,,0.0
SZ000003700,20240614,TMIN,47.3831,8.5667,555.0,13.2,12.0,,0.0
SZ000003700,20240614,TAVG,47.3831,8.5667,555.0,15.6,12.0,,0.0
SZ000003700,20240615,TMAX,47.3831,8.5667,555.0,21.2,0.3,,0.0
SZ000003700,20240615,TMIN,47.3831,8.5667,555.0,12.6,0.3,,0.0
SZ000003700,20240615,TAVG,47.3831,8.5667,555.0,15.4,0.3,,0.0
SZ000003700,20240616,TMAX,47.3831,8.5667,555.0,22.9,0.2,,0.0
SZ000003700,20240616,TMIN,47.3831,8.5667,555.0,12.2,0.2,,0.0
SZ000003700,20240616,TAVG,47.3831,8.5667,555.0,16.9,0.2,,0.0
SZ000003700,20240617,TMAX,47.3831,8.5667,555.0,21.6,0.4,,0.0
SZ000003700,20240617,TMIN,47.3831,8.5667,555.0,15.1,0.4,,0.0
SZ000003700,20240617,TAVG,47.3831,8.5667,555.0,17.8,0.4,,0.0
SZ000003700,20240618,TMAX,47.3831,8.5667,555.0,29.8,0.0,,0.0
SZ000003700,20240618,TMIN,47.3831,8.5667,555.0,13.1,0.0,,0.0
SZ000003700,20240618,TAVG,47.3831,8.5667,555.0,21.7,0.0,,0.0
SZ000003700,20240619,TMAX,47.3831,8.5667,555.0,29.4,0.6,,0.0
SZ000003700,20240619,TMIN,47.3831,8.5667,555.0,17.2,0.6,,0.0
SZ000003700,20240619,TAVG,47.3831,8.5667,555.0,22.9,0.6,,0.0
SZ000003700,20240620,TMAX,47.3831,8.5667,555.0,24.7,0.7,,0.0
SZ000003700,20240620,TMIN,47.3831,8.5667,555.0,17.8,0.7,,0.0
SZ000003700,20240620,TAVG,47.3831,8.5667,555.0,20.6,0.7,,0.0
SZ000003700,20240621,TMAX,47.3831,8.5667,555.0,18.6,19.7,,0.0
SZ000003700,20240621,TMIN,47.3831,8.5667,555.0,14.1,19.7,,0.0
SZ000003700,20240621,TAVG,47.3831,8.5667,555.0,16.8,19.7,,0.0
SZ000003700,20240622,TMAX,47.3831,8.5667,555.0,18.0,22.1,,0.0
SZ000003700,20240622,TMIN,47.3831,8.5667,555.0,11.2,22.1,,0.0
SZ000003700,20240622,TAVG,47.3831,8.5667,555.0,13.6,22.1,,0.0
SZ000003700,20240623,TMAX,47.3831,8.5667,555.0,18.0,0.0,,0.0
SZ000003700,20240623,TMIN,47.3831,8.5667,555.0,11.2,0.0,,0.0
SZ000003700,20240623,TAVG,47.3831,8.5667,555.0,14.8,0.0,,0.0
SZ000003700,20240624,TMAX,47.3831,8.5667,555.0,25.9,0.0,,0.0
SZ000003700,20240624,TMIN,47.3831,8.5667,555.0,13.7,0.0,,0.0
SZ000003700,20240624,TAVG,47.3831,8.5667,555.0,19.7,0.0,,0.0
SZ000003700,20240625,TMAX,47.3831,8.5667,555.0,26.8,0.0,,0.0
SZ000003700,20240625,TMIN,47.3831,8.5667,555.0,15.4,0.0,,0.0
SZ000003700,20240625,TAVG,47.3831,8.5667,555.0,19.6,0.0,,0.0
SZ000003700,20240626,TMAX,47.3831,8.5667,555.0,24.4,1.0,,0.0
SZ000003700,20240626,TMIN,47.3831,8.5667,555.0,15.3,1.0,,0.0
SZ000003700,20240626,TAVG,47.3831,8.5667,555.0,18.6,1.0,,0.0
SZ000003700,20240627,TMAX,47.3831,8.5667,555.0,27.3,10.2,,0.0
SZ000003700,20240627,TMIN,47.3831,8.5667,555.0,16.5,10.2,,0.0
SZ000003700,20240627,TAVG,47.3831,8.5667,555.0,21.9,10.2,,0.0
SZ000003700,20240628,TMAX,47.3831,8.5667,555.0,26.8,0.0,,0.0
SZ000003700,20240628,TMIN,47.3831,8.5667,555.0,17.1,0.0,,0.0
SZ000003700,20240628,TAVG,47.3831,8.5667,555.0,21.8,0.0,,0.0
SZ000003700,20240629,TMAX,47.3831,8.5667,555.0,27.7,3.9,,0.0
SZ000003700,20240629,TMIN,47.3831,8.5667,555.0,18.5,3.9,,0.0
SZ000003700,20240629,TAVG,47.3831,8.5667,555.0,22.5,3.9,,0.0
SZ000003700,20240630,TMAX,47.3831,8.5667,555.0,23.3,0.4,,0.0
SZ000003700,20240630,TMIN,47.3831,8.5667,555.0,15.5,0.4,,0.0
SZ000003700,20240630,TAVG,47.3831,8.5667,555.0,18.6,0.4,,0.0
SZ000003700,20240701,TMAX,47.3831,8.5667,555.0,22.9,0.4,,0.0
SZ000003700,20240701,TMIN,47.3831,8.5667,555.0,14.4,0.4,,0.0
SZ000003700,20240701,TAVG,47.3831,8.5667,555.0,17.4,0.4,,0.0
SZ000003700,20240702,TMAX,47.3831,8.5667,555.0,19.5,3.4,,0.0
SZ000003700,20240702,TMIN,47.3831,8.5667,555.0,11.7,3.4,,0.0
SZ000003700,20240702,TAVG,47.3831,8.5667,555.0,15.0,3.4,,0.0
SZ000003700,20240703,TAVG,47.3831,8.5667,555.0,13.7,,,
SZ000003700,20240704,TMAX,47.3831,8.5667,555.0,22.8,0.0,,0.0
SZ000003700,20240704,TMIN,47.3831,8.5667,555.0,12.1,0.0,,0.0
SZ000003700,20240704,TAVG,47.3831,8.5667,555.0,17.1,0.0,,0.0
SZ000003700,20240705,TMAX,47.3831,8.5667,555.0,24.6,0.0,,0.0
SZ000003700,20240705,TMIN,47.3831,8.5667,555.0,15.9,0.0,,0.0
SZ000003700,20240705,TAVG,47.3831,8.5667,555.0,19.8,0.0,,0.0
SZ000003700,20240706,TMAX,47.3831,8.5667,555.0,25.5,16.4,,0.0
SZ000003700,20240706,TMIN,47.3831,8.5667,555.0,14.1,16.4,,0.0
SZ000003700,20240706,TAVG,47.3831,8.5667,555.0,18.4,16.4,,0.0
SZ000003700,20240707,TMAX,47.3831,8.5667,555.0,18.4,0.5,,0.0
SZ000003700,20240707,TMIN,47.3831,8.5667,555.0,11.6,0.5,,0.0
SZ000003700,20240707,TAVG,47.3831,8.5667,555.0,14.9,0.5,,0.0
SZ000003700,20240708,TMAX,47.3831,8.5667,555.0,25.8,0.0,,0.0
SZ000003700,20240708,TMIN,47.3831,8.5667,555.0,13.3,0.0,,0.0
SZ000003700,20240708,TAVG,47.3831,8.5667,555.0,19.7,0.0,,0.0
SZ000003700,20240709,TMAX,47.3831,8.5667,555.0,30.1,5.1,,0.0
SZ000003700,20240709,TMIN,47.3831,8.5667,555.0,16.3,5.1,,0.0
SZ000003700,20240709,TAVG,47.3831,8.5667,555.0,23.6,5.1,,0.0
SZ000003700,20240710,TMAX,47.3831,8.5667,555.0,24.5,12.0,,0.0
SZ000003700,20240710,TMIN,47.3831,8.5667,555.0,18.4,12.0,,0.0
SZ000003700,20240710,TAVG,47.3831,8.5667,555.0,20.9,12.0,,0.0
SZ000003700,20240711,TMAX,47.3831,8.5667,555.0,27.6,1.4,,0.0
SZ000003700,20240711,TMIN,47.3831,8.5667,555.0,18.1,1.4,,0.0
SZ000003700,20240711,TAVG,47.3831,8.5667,555.0,21.3,1.4,,0.0
SZ000003700,20240712,TMAX,47.3831,8.5667,555.0,24.9,24.3,,0.0
SZ000003700,20240712,TMIN,47.3831,8.5667,555.0,15.1,24.3,,0.0
SZ000003700,20240712,TAVG,47.3831,8.5667,555.0,19.9,24.3,,0.0
SZ000003700,20240713,TMAX,47.3831,8.5667,555.0,19.7,0.0,,0.0
SZ000003700,20240713,TMIN,47.3831,8.5667,555.0,13.4,0.0,,0.0
SZ000003700,20240713,TAVG,47.3831,8.5667,555.0,15.6,0.0,,0.0
SZ000003700,20240714,TMAX,47.3831,8.5667,555.0,24.4,0.0,,0.0
SZ000003700,20240714,TMIN,47.3831,8.5667,555.0,12.8,0.0,,0.0
SZ000003700,20240714,TAVG,47.3831,8.5667,555.0,18.7,0.0,,0.0
SZ000003700,20240715,TMAX,47.3831,8.5667,555.0,29.2,30.4,,0.0
SZ000003700,20240715,TMIN,47.3831,8.5667,555.0,16.5,30.4,,0.0
SZ000003700,20240715,TAVG,47.3831,8.5667,555.0,21.4,30.4,,0.0
SZ000003700,20240716,TMAX,47.3831,8.5667,555.0,22.8,0.4,,0.0
SZ000003700,20240716,TMIN,47.3831,8.5667,555.0,17.6,0.4,,0.0
SZ000003700,20240716,TAVG,47.3831,8.5667,555.0,19.9,0.4,,0.0
SZ000003700,20240717,TMAX,47.3831,8.5667,555.0,24.2,0.0,,0.0
SZ000003700,20240717,TMIN,47.3831,8.5667,555.0,16.2,0.0,,0.0
SZ000003700,20240717,TAVG,47.3831,8.5667,555.0,19.7,0.0,,0.0
SZ000003700,20240718,TMAX,47.3831,8.5667,555.0,27.2,0.0,,0.0
SZ000003700,20240718,TMIN,47.3831,8.5667,555.0,15.1,0.0,,0.0
SZ000003700,20240718,TAVG,47.3831,8.5667,555.0,21.0,0.0,,0.0
SZ000003700,20240719,TMAX,47.3831,8.5667,555.0,29.5,0.0,,0.0
SZ000003700,20240719,TMIN,47.3831,8.5667,555.0,17.5,0.0,,0.0
SZ000003700,20240719,TAVG,47.3831,8.5667,555.0,23.2,0.0,,0.0
SZ000003700,20240720,TMAX,47.3831,8.5667,555.0,29.6,0.0,,0.0
SZ000003700,20240720,TMIN,47.3831,8.5667,555.0,18.4,0.0,,0.0
SZ000003700,20240720,TAVG,47.3831,8.5667,555.0,24.5,0.0,,0.0
SZ000003700,20240721,TMAX,47.3831,8.5667,555.0,27.0,1.4,,0.0
SZ000003700,20240721,TMIN,47.3831,8.5667,555.0,18.3,1.4,,0.0
SZ000003700,20240721,TAVG,47.3831,8.5667,555.0,21.7,1.4,,0.0
SZ000003700,20240722,TMAX,47.3831,8.5667,555.0,22.0,2.3,,0.0
SZ000003700,20240722,TMIN,47.3831,8.5667,555.0,16.9,2.3,,0.0
SZ000003700,20240722,TAVG,47.3831,8.5667,555.0,19.7,2.3,,0.0
SZ000003700,20240723,TMAX,47.3831,8.5667,555.0,25.7,0.0,,0.0
